accountId,amount,description,status
9e50f24e-ea48-4d5b-8136-413421cf2f16,174720.0,Debit Balance Adjustments,Success
2f0c3e61-5d70-4f1c-a119-eb227c58ad03,4339.29,Debit Balance Adjustments,Success
